0.840188,0.348260 
0.394383,1.860866 
0.783099,0.488992 
0.798440,0.450191 
0.911647,0.185004 
0.197551,3.243513 
0.335223,2.185920 
0.768230,0.527333 
0.277775,2.561890 
0.553970,1.181290 
0.477397,1.478813 
0.628871,0.927659 
0.364784,2.016897 
0.513401,1.333396 
0.952230,0.097898 
0.916195,0.175052 
0.635712,0.906020 
0.717297,0.664531 
0.141603,3.909462 
0.606969,0.998556 
0.016301,8.233110 
0.242887,2.830320 
0.137232,3.972171 
0.804177,0.435872 
0.156679,3.707111 
0.400944,1.827865 
0.129790,4.083668 
0.108809,4.436326 
0.998925,0.002152 
0.218257,3.044165 
0.512932,1.335222 
0.839112,0.350822 
0.612640,0.979956 
0.296032,2.434578 
0.637552,0.900238 
0.524287,1.291431 
0.493583,1.412129 
0.972775,0.055205 
0.292517,2.458466 
0.771358,0.519206 
0.526745,1.282078 
0.769914,0.522953 
0.400229,1.831439 
0.891529,0.229634 
0.283315,2.522394 
0.352458,2.085646 
0.807725,0.427068 
0.919026,0.168881 
0.069755,5.325524 
0.949327,0.104004 
0.525995,1.284926 
0.086056,4.905518 
0.192214,3.298293 
0.663227,0.821276 
0.890233,0.232545 
0.348893,2.105980 
0.064171,5.492398 
0.020023,7.821742 
0.457702,1.563075 
0.063096,5.526201 
0.238280,2.868618 
0.970634,0.059611 
0.902208,0.205820 
0.850920,0.322875 
0.266666,2.643519 
0.539760,1.233260 
0.375207,1.960555 
0.760249,0.548219 
0.512535,1.336771 
0.667724,0.807761 
0.531606,1.263704 
0.039280,6.474062 
0.437638,1.652728 
0.931835,0.141199 
0.930810,0.143401 
0.720952,0.654364 
0.284293,2.515497 
0.738534,0.606175 
0.639979,0.892640 
0.354049,2.076642 
0.687861,0.748336 
0.165974,3.591846 
0.440105,1.641486 
0.880075,0.255496 
0.829201,0.374585 
0.330337,2.215283 
0.228968,2.948345 
0.893372,0.225503 
0.350360,2.097587 
0.686670,0.751803 
0.956468,0.089015 
0.588640,1.059881 
0.657304,0.839217 
0.858676,0.304726 
0.439560,1.643962 
0.923970,0.158152 
0.398437,1.840413 
0.814767,0.409706 
0.684219,0.758956 
0.910972,0.186486 
0.482491,1.457587 
0.215825,3.066575 
0.950252,0.102055 
0.920128,0.166484 
0.147660,3.825686 
0.881062,0.253254 
0.641081,0.889200 
0.431953,1.678875 
0.619596,0.957374 
0.281059,2.538378 
0.786002,0.481592 
0.307458,2.358834 
0.447034,1.610243 
0.226107,2.973497 
0.187533,3.347600 
0.276235,2.573009 
0.556444,1.172378 
0.416501,1.751731 
0.169607,3.548542 
0.906804,0.195658 
0.103171,4.542731 
0.126075,4.141751 
0.495444,1.404602 
0.760475,0.547623 
0.984752,0.030732 
0.935004,0.134409 
0.684445,0.758294 
0.383188,1.918457 
0.749771,0.575975 
0.368664,1.995742 
0.294160,2.447260 
0.232262,2.919782 
0.584489,1.074036 
0.244413,2.817794 
0.152390,3.762627 
0.732149,0.623544 
0.125475,4.151299 
0.793470,0.462678 
0.164102,3.614535 
0.745071,0.588550 
0.074530,5.193112 
0.950104,0.102368 
0.052529,5.892770 
0.521563,1.301849 
0.176211,3.472150 
0.240062,2.853713 
0.797798,0.451800 
0.732654,0.622162 
0.656564,0.841471 
0.967405,0.066276 
0.639458,0.894268 
0.759735,0.549572 
0.093480,4.740005 
0.134902,4.006407 
0.520210,1.307045 
0.078232,5.096149 
0.069906,5.321196 
0.204655,3.172858 
0.461420,1.546891 
0.819677,0.397689 
0.573319,1.112627 
0.755581,0.560537 
0.051939,5.915378 
0.157807,3.692763 
0.999994,0.000013 
0.204329,3.176051 
0.889956,0.233167 
0.125468,4.151401 
0.997799,0.004407 
0.054058,5.835411 
0.870540,0.277283 
0.072329,5.253066 
0.004162,10.963707 
0.923069,0.160102 
0.593892,1.042115 
0.180372,3.425465 
0.163131,3.626397 
0.391690,1.874568 
0.913027,0.181980 
0.819695,0.397646 
0.359095,2.048335 
0.552485,1.186658 
0.579430,1.091421 
0.452576,1.585600 
0.687387,0.749714 
0.099640,4.612382 
0.530808,1.266710 
0.757294,0.556008 
0.304295,2.379514 
0.992228,0.015604 
0.576971,1.099926 
0.877614,0.261097 
0.747809,0.581215 
0.628910,0.927534 
0.035421,6.680906 
0.747803,0.581232 
0.833239,0.364871 
0.925377,0.155109 
0.873271,0.271018 
0.831038,0.370161 
0.979434,0.041561 
0.743811,0.591936 
0.903366,0.203254 
0.983596,0.033081 
0.666880,0.810289 
0.497259,1.397290 
0.163968,3.616168 
0.830012,0.372631 
0.888949,0.235431 
0.076995,5.128038 
